company,code,capitalication
"神東塗料","4615","4061000000"
"ダイサン","4750","4060394000"
"BTM","5247","4059572000"
"宮入バルブ製作所","6495","4054544605"
"エンカレッジ・テクノロジ","3682","4050657000"
"東洋ドライルーブ","4976","4046030000"
"MRT","6034","4029639000"
"サンユー建設","1841","4020000000"
"プライム・ストラテジー","5250","4016030000"
"平賀","7863","4015585000"
"トーシンホールディングス","9444","4013595200"
"G-FACTORY","3474","4011410000"
"日本金属","5491","3999900000"
"リビングプラットフォーム","7091","3993565800"
"デルソーレ","2876","3988117020"
"カワサキ","3045","3980172000"
"特殊電極","3437","3968154000"
"ソノコム","7902","3960000000"
"小僧寿し","9973","3958044120"
"グローバルインフォメーション","4171","3949784000"
"笑美面","9237","3941019740"
"SIGグループ","4386","3938940960"
"虹技","5603","3933730710"
"グローバルウェイ","3936","3932998200"
"日本鋳造","5609","3927590700"
"タウンニュース社","2481","3925025280"
"三相電機","6518","3911070500"
"光世証券","8617","3908396800"
"THE WHY HOW DO COMPANY","3823","3903393264"
"日本調理機","2961","3900689820"
"フォースタートアップス","7089","3898001600"
"ホットリンク","3680","3895655200"
"Waqoo","4937","3893966528"
"タカギセイコー","4242","3889366416"
"京極運輸商事","9073","3878400000"
"エアークローゼット","9557","3870116800"
"フライングガーデン","3317","3869278560"
"地盤ネットホールディングス","6072","3865716000"
"澤藤電機","6901","3863868000"
"グローバルダイニング","7625","3863517600"
"ブレインズテクノロジー","4075","3854855200"
"櫻護謨","5189","3845600000"
"ファルテック","7215","3845226000"
"マルヨシセンター","7515","3842845890"
"ディーエムソリューションズ","6549","3837108000"
"True Data","4416","3837055200"
"大盛工業","1844","3827934045"
"GMOリサーチ&AI","3695","3821883000"
"室町ケミカル","4885","3821101500"
"エイケン工業","7265","3819200000"
"ヴィッツ","4440","3816864000"
"フーバーブレイン","3927","3803893800"
"ハビックス","3895","3801505200"
"アイビーシー","3920","3789023200"
"クリップコーポレーション","4705","3787560000"
"伏木海陸運送","9361","3784483800"
"イード","6038","3781762200"
"スーパーバッグ","3945","3775298806"
"リブセンス","6054","3773440000"
"ピー・ビーシステムズ","4447","3772345500"
"ギークス","7060","3768869185"
"中村超硬","6166","3747106000"
"モリテックスチール","5986","3744638458"
"ネットイヤーグループ","3622","3744465000"
"横浜魚類","7443","3736260000"
"山王","3441","3735000000"
"ケアサービス","2425","3725400000"
"J-MAX","3422","3723160800"
"テクミラホールディングス","3627","3721453800"
"SHINKO","7120","3715684000"
"ロジザード","4391","3712248000"
"大和自動車交通","9082","3711750000"
"Fusic","5256","3710610000"
"ウインテスト","6721","3709485000"
"日本アジア投資","8518","3702069144"
"ランサーズ","4484","3687666756"
"こころネット","6060","3685532900"
"ヒューマン・メタボローム・テクノロジーズ","6090","3685501659"
"モダリス","4883","3679520600"
"NKKスイッチズ","6943","3677599800"
"オーベクス","3583","3677128747"
"デュアルタップ","3469","3674684700"
"グランディーズ","3261","3674252740"
"アドバネクス","5998","3654965600"
"スペースマーケット","4487","3649599500"
"東北化学薬品","7446","3648000000"
"進学会ホールディングス","9760","3645642000"
"共栄セキュリティーサービス","7058","3636691000"
"セフテック","7464","3634000000"
"リックソフト","4429","3631139400"
"TAC","4319","3626784000"
"協立エアテック","5997","3624000000"
"リビン・テクノロジーズ","4445","3623656836"
"工藤建設","1764","3594294000"
"イーエムネットジャパン","7036","3588462000"
"関通","9326","3587236200"
"サイフューズ","4892","3585682800"
"明治機械","6334","3580427704"
"SDSホールディングス","1711","3579129372"
"GameWith","6552","3577899000"
"小田原機器","7314","3576522600"
"いい生活","3796","3574823700"
"パワーソリューションズ","4450","3572143640"
"ニッチツ","7021","3565620000"
"アスタリスク","6522","3563813400"
"リネットジャパングループ","3556","3563034400"
"ZUU","4387","3562395000"
"共同紙販ホールディングス","9849","3559064960"
"ノバシステム","5257","3531495000"
"山田債権回収管理総合事務所","4351","3529636000"
"パルマ","3461","3511288791"
"デジタルプラス","3691","3491814276"
"コンバム","6265","3491299000"
"オーネックス","5987","3487660000"
"イルグルム","3690","3479338590"
"リバーエレテック","6666","3477060800"
"ミロク","7983","3471284355"
"小林洋行","8742","3465008604"
"アジアクエスト","4261","3459438400"
"ファンペップ","4881","3459170400"
"アピリッツ","4174","3457440600"
"アクサスホールディングス","3536","3457078728"
"トーアミ","5973","3456000000"
"システムズ・デザイン","3766","3451000000"
"大阪油化工業","4124","3440567500"
"レアジョブ","6096","3426268800"
"スマートバリュー","9417","3417536000"
"福留ハム","2291","3417000000"
"ミクリード","7687","3409098000"
"システムインテグレータ","3826","3401068800"
"クミカ","8887","3401004600"
"ファインシンター","5994","3394560000"
"セイヒョー","2872","3391117356"
"トーア紡コーポレーション","3204","3388429792"
"マサル","1795","3388327760"
"浜井産業","6131","3386227200"
"マックハウス","7603","3384687446"
"メディカルネット","3645","3382722000"
"エブレン","6599","3379200000"
"サンセイ","6307","3370387500"
"イメージ・マジック","7793","3368359920"
"テクニスコ","2962","3360213465"
"monoAI technology","5240","3357798180"
"ニッポンインシュア","5843","3353160000"
"NFKホールディングス","6494","3347896824"
"ソフトフロントホールディングス","2321","3334316292"
"ニチダイ","6467","3322561100"
"菊池製作所","3444","3318841300"
"メディアリンクス","6659","3315366300"
"ダイワ通信","7116","3313368000"
"日本鋳鉄管","5612","3312832444"
"ホームポジション","2999","3294789696"
"プリントネット","7805","3287160800"
"三ッ星","5820","3286969725"
"ユビテック","6662","3283735200"
"東海染工","3577","3281740816"
"エッチ・ケー・エス","7219","3280000000"
"レダックス","7602","3278417224"
"fonfun","2323","3276111480"
"モイ","5031","3268044000"
"和心","9271","3264695000"
"三ツ知","3439","3261984600"
"古林紙工","3944","3260464700"
"ニューテック","6734","3258846000"
"サイオス","3744","3256904800"
"コンピューターマネージメント","4491","3253847600"
"はてな","3930","3248271600"
"ありがとうサービス","3177","3247008000"
"ホープ","6195","3242383600"
"ポーターズ","5126","3240692000"
"エンシュウ","6218","3240261540"
"アストマックス","7162","3237433800"
"スリーエフ","7544","3236979900"
"ネクストジェン","3842","3233433400"
"ブラス","2424","3220045200"
"野崎印刷紙業","7919","3219000000"
"玉井商船","9127","3209052000"
"旅工房","6548","3207567600"
"エコナックホールディングス","3521","3202430286"
"トーヨーアサノ","5271","3201546480"
"丸尾カルシウム","4102","3186585600"
"イノベーション","3970","3181293300"
"ハウテレビジョン","7064","3180631925"
"キューブ","7112","3177729288"
"ケイティケイ","3035","3177375000"
"シンシア","7782","3177198600"
"宇野澤組鐵工所","6396","3168480000"
"ストリーム","3071","3166275000"
"ポバール興業","4247","3164394800"
"メドレックス","4586","3148555800"
"大日光・エンジニアリング","6635","3141877200"
"クラダシ","5884","3134264320"
"昭和ホールディングス","5103","3128030466"
"中広","2139","3127536000"
"東京機械製作所","6335","3124953360"
"ハウスフリーダム","8996","3119490000"
"総医研ホールディングス","2385","3112825800"
"ジョルダン","3710","3110960000"
"ニッソウ","1444","3110415900"
"スガイ化学工業","4120","3109845000"
"ゼネラル・オイスター","3224","3093273600"
"笹徳印刷","3958","3086315000"
"アイドママーケティングコミュニケーション","9466","3082560000"
"京進","4735","3081332000"
"三光産業","7922","3072732000"
"リボミック","4591","3066960960"
"ダイトウボウ","3202","3066360000"
"サークレイス","5029","3064358406"
"大村紙業","3953","3063041360"
"ディスラプターズ","6538","3062846400"
"クラウディアホールディングス","3607","3061787200"
"アルメタックス","5928","3061516355"
"協和コンサルタンツ","9647","3059442000"
"アズ企画設計","3490","3051296000"
"関門海","3372","3038195300"
"アプリックス","3727","3037650310"
"ドリームベッド","7791","3035711420"
"愛眼","9854","3034966176"
"タカキュー","8166","3034381928"
"大運","9363","3033054993"
"ASJ","2351","3029369100"
"クオルテック","9165","3029150000"
"秩父鉄道","9012","3018000000"
"シンクレイヤ","1724","3015705800"
"enish","3667","3013680600"
"タケダ機械","6150","3013080000"
"アソインターナショナル","9340","3008728800"
"東武住販","3297","2997202000"
"技研ホールディングス","1443","2987787768"
"ブライトパス・バイオ","4594","2979534600"
"ファンドクリエーショングループ","3266","2977223309"
"きょくとう","2300","2964356820"
"赤阪鐵工所","6022","2958340000"
"サイバー・バズ","7069","2947083000"
"トランスジェニックグループ","2342","2940851393"
"タカヨシホールディングス","9259","2939902000"
"アルテック","9972","2939682000"
"セーラー万年筆","7992","2936295846"
"カルラ","2789","2932281544"
"サンユウ","5697","2929771000"
"IKホールディングス","2722","2924416000"
"バッファロー","3352","2922959004"
"メイホーホールディングス","7369","2919844000"
"ビズメイツ","9345","2904723500"
"ズーム","6694","2899333944"
"安江工務店","1439","2899096200"
"ハイパー","3054","2898987000"
"C&Gシステムズ","6633","2891456955"
"マリオン","3494","2883960000"
"イメージワン","2667","2873757600"
"スターシーズ","3083","2870007600"
"ホクシン","7897","2865673505"
"KYCOMホールディングス","9685","2864675520"
"AHCグループ","7083","2860585056"
"オリエンタルチエン工業","6380","2853768185"
"児玉化学工業","4222","2852886333"
"モンスターラボホールディングス","5255","2849136850"
"インスペック","6656","2844828000"
"Kaizen Platform","4170","2835122808"
"オンデック","7360","2834865000"
"Shinwa Wise Holdings","2437","2834335152"
"ディ・アイ・システム","4421","2819476000"
"Welby","4438","2819245462"
"東京ソワール","8040","2813940000"
"アイデミー","5577","2811434250"
"アビックス","7836","2810365280"
"HOUSEI","5035","2809303200"
"鶴弥","5386","2804175800"
"日宣","6543","2800215040"
"クボテック","7709","2793660000"
"ミアヘルサホールディングス","7129","2791030000"
"シー・ヴイ・エス・ベイエリア","2687","2780136000"
"エムティジェネックス","9820","2777810800"
"Kids Smile Holdings","7084","2777424750"
"キャリア","6198","2777031040"
"日本和装ホールディングス","2499","2776736000"
"高砂鐵工","5458","2776384000"
"SANKO MARKETING FOODS","2762","2764888500"
"タメニー","6181","2759095500"
"窪田製薬ホールディングス","4596","2758611212"
"コーアツ工業","1743","2756520000"
"サクシード","9256","2755599000"
"フジコピアン","7957","2750441519"
"櫻島埠頭","9353","2747360000"
"リスクモンスター","3768","2741654998"
"YKT","2693","2738582400"
"GLOE","9565","2736059000"
"バナーズ","3011","2731871610"
"ウイルコホールディングス","7831","2711588000"
"ロココ","5868","2709451500"
"エディア","3935","2708576000"
"総合商研","7850","2708197350"
"エス・サイエンス","5721","2690281231"
"EduLab","4427","2690087610"
"アイ・ピー・エス","4335","2687940000"
"ティムコ","7501","2682015985"
"西菱電機","4341","2681000000"
"ネオマーケティング","4196","2679693600"
"コーチ・エィ","9339","2678379762"
"セカンドサイトアナリティカ","5028","2677259124"
"アスマーク","4197","2676623500"
"カラダノート","4014","2673597100"
"日本アイ・エス・ケイ","7986","2669328000"
"大井電気","6822","2668050000"
"スタジオアタオ","3550","2667030000"
"Sharing Innovations","4178","2666689900"
"クロスフォー","7810","2658905000"
"マイネット","3928","2656651870"
"インバウンドプラットフォーム","5587","2656192000"
"魚喜","2683","2647866816"
"あんしん保証","7183","2642560200"
"エーアイ","4388","2630512000"
"津田駒工業","6217","2627716230"
"シダー","2435","2616528000"
"日建工学","9767","2601568838"
"ピーエイ","4766","2594083800"
"エスクリ","2196","2591862000"
"東京通信グループ","7359","2588822680"
"エヌジェイホールディングス","9421","2584243200"
"インターネットインフィニティー","6545","2583618996"
"TDSE","7046","2576200000"
"スマサポ","9342","2573564000"
"銀座山形屋","8215","2573175646"
"ココペリ","4167","2572774750"
"北浜キャピタルパートナーズ","2134","2557025874"
"三東工業社","1788","2555350000"
"SDエンターテイメント","4650","2555148000"
"ウェッジホールディングス","2388","2549668680"
"ワイエスフード","3358","2549013000"
"いつも","7694","2546465040"
"バリオセキュア","4494","2540269786"
"AKIBAホールディングス","6840","2537146560"
"エクスモーション","4394","2536203700"
"川辺","8123","2534682000"
"日本パレットプール","4690","2524500000"
"川崎地質","4673","2512702500"
"フォーバル・リアルストレート","9423","2512619200"
"セーラー広告","2156","2510214000"
"大和","8247","2509421200"
"フィーチャ","4052","2506413796"
"トライアイズ","4840","2498300000"
"すららネット","3998","2497146972"
"夢展望","3185","2489708000"
"朝日ラバー","5162","2484763760"
"バーチャレクス・ホールディングス","6193","2484484743"
"ワイヤレスゲート","9419","2482720446"
"ヒーハイスト","6433","2482463100"
"タカセ","9087","2482323602"
"WASHハウス","6537","2479293200"
"日本色材工業研究所","4920","2477263680"
"リンクバル","6046","2476500000"
"横田製作所","6248","2474893500"
"ピクスタ","3416","2473481280"
"ロブテックス","5969","2472000000"
"UNBANKED","8746","2462777471.7000003"
"雨風太陽","5616","2454198800"
"ショーケース","3909","2443219500"
"POPER","5134","2439717872"
"中京医薬品","4558","2437093406"
"フォーライフ","3477","2436000000"
"ポプラ","7601","2428291332"
"買取王国","3181","2413386300"
"インタートレード","3747","2404670400"
"大黒屋ホールディングス","6993","2404277320"
"エフビー介護サービス","9220","2403048000"
"のむら産業","7131","2393509000"
"堀田丸正","8105","2385613920"
"JMC","5704","2379022500"
"and factory","7035","2376275670"
"CS-C","9258","2375568000"
"オービス","7827","2374987776"
"パルステック工業","6894","2368880300"
"チタン工業","4098","2352465402"
"ファインズ","5125","2351227200"
"エリアクエスト","8912","2348974600"
"アールエイジ","3248","2347578000"
"新報国マテリアル","5542","2330640000"
"麻生フオームクリート","1730","2325600000"
"ファンデリー","3137","2322765900"
"エルアイイーエイチ","5856","2322017800"
"エコミック","3802","2309054400"
"バリュークリエーション","9238","2298499200"
"ピープル","7865","2294187500"
"日本興業","5279","2282829000"
"プラッツ","7813","2280312000"
"Amazia","4424","2277378600"
"JMACS","5817","2275404175"
"山喜","3598","2272411248"
"セブン工業","7896","2271199500"
"エム・エイチ・グループ","9439","2270209500"
"ヤマノホールディングス","7571","2257293654"
"Def consulting","4833","2256255155"
"リファインバースグループ","7375","2253487333"
"コンセック","9895","2247997266"
"東天紅","8181","2240970641"
"コレックホールディングス","6578","2235863500"
"フレアス","7062","2234970000"
"富士山マガジンサービス","3138","2231412260"
"ビーブレイクシステムズ","3986","2228592000"
"旭化学工業","7928","2228512000"
"シルバーエッグ・テクノロジー","3961","2228173442"
"シリコンスタジオ","3907","2227451100"
"駅探","3646","2226956000"
"テーオーホールディングス","9812","2222797104"
"森尾電機","6647","2218725000"
"Atlas Technologies","9563","2218370000"
"ジェネレーションパス","3195","2218300320"
"ASAHI EITOホールディングス","5341","2212947698"
"インバウンドテック","7031","2212548000"
"ニチリョク","7578","2212140690"
"研創","7939","2204480152"
"植松商会","9914","2199600000"
"フジックス","3600","2194799035"
"KLASS","6233","2188746000"
"大和重工","5610","2187738000"
"不二ラテックス","5199","2186538300"
"永大化工","7877","2179780000"
"クックビズ","6558","2177791980"
"ALiNKインターネット","7077","2177501100"
"中央経済社ホールディングス","9476","2172841216"
"アクセルマーク","3624","2169260000"
"リンカーズ","5131","2158279000"
"ZOA","3375","2154828000"
"城南進学研究社","4720","2145081600"
"アライドアーキテクツ","6081","2137242300"
"タツミ","7268","2136000000"
"WACUL","4173","2134513160"
"ムラキ","7477","2134440000"
"武蔵野興業","9635","2133600000"
"ジー・スリーホールディングス","3647","2128359200"
"ダイジェット工業","6138","2128022289"
"Retty","7356","2117273108"
"セキュアヴェイル","3042","2114750000"
"ブリッジコンサルティンググループ","9225","2114560000"
"北日本紡績","3409","2107632870"
"ラバブルマーケティンググループ","9254","2100717300"
"アイ・パートナーズフィナンシャル","7345","2092074800"
"ブルーイノベーション","5597","2087697030"
"日本製麻","3306","2086445760"
"マーキュリー","5025","2085440000"
"リーダー電子","6867","2082250363"
"Birdman","7063","2080871100"
"SCAT","3974","2080280000"
"インティメート・マージャー","7072","2079288750"
"一蔵","6186","2068625625"
"栄電子","7567","2061450000"
"環境管理センター","4657","2058924980"
"テモナ","3985","2056606560"
"CINC","4378","2051902450"
"不二精機","6400","2046204000"
"テノ.ホールディングス","7037","2045065500"
"トップカルチャー","7640","2043014400"
"アール・エス・シー","4664","2040360000"
"タカチホ","8225","2037000000"
"スパンクリートコーポレーション","5277","2034463200"
"桜井製作所","7255","2032000000"
"光陽社","7946","2031545100"
"トラース・オン・プロダクト","6696","2027321711"
"ティアック","6803","2025219910"
"キャスター","9331","2019273800"
"RISE","8836","2016278817"
"Recovery International","9214","2014950000"
"東京ボード工業","7815","2013202950"
"BCC","7376","1990897720"
"日本エマージェンシーアシスタンス","6063","1990484000"
"ヒューマンクリエイションホールディングス","7361","1986273050"
"協立情報通信","3670","1972361600"
"テクノアルファ","3089","1970916000"
"ベイシス","4068","1968568427"
"さいか屋","8254","1968244344"
"ジェイテック","2479","1963079600"
"モビルス","4370","1941444050"
"キタック","4707","1939932800"
"アズジェント","4288","1934577138"
"アミファ","7800","1928060000"
"ジェイック","7073","1924479000"
"オーミケンシ","3111","1914713110"
"GRCS","9250","1908719790"
"ストライダーズ","9816","1907187046"
"デリバリーコンサルティング","9240","1899054600"
"ナイガイ","8013","1898191911"
"トミタ電機","6898","1895391280"
"ビューティカダンホールディングス","3041","1893348000"
"ワンダープラネット","4199","1891326348"
"ストレージ王","2997","1889792000"
"日本製罐","5905","1886160000"
"プラコー","6347","1883505000"
"ASIAN STAR","8946","1880847800"
"ピーバンドットコム","3559","1874888656"
"ホリイフードサービス","3077","1871100000"
"トゥエンティーフォーセブン","7074","1870112400"
"トレーディア","9365","1863960000"
"ユーラシア旅行社","9376","1863450000"
"フェスタリアホールディングス","2736","1850382000"
"文教堂グループホールディングス","9978","1841693280"
"イトーヨーギョー","5287","1841088000"
"かんなん丸","7585","1840603284"
"アジャイルメディア・ネットワーク","6573","1838617560"
"オートウェーブ","2666","1835277000"
"MS&Consulting","6555","1829765200"
"インターファクトリー","4057","1827109200"
"ハピネス・アンド・ディ","3174","1822609600"
"エコモット","3987","1821738000"
"TBグループ","6775","1819602460"
"バリューゴルフ","3931","1817842000"
"ジェイエスエス","6074","1799647032"
"CaSy","9215","1789832000"
"ジャパンM&Aソリューション","9236","1784417100"
"CRGホールディングス","7041","1779758400"
"白鳩","3192","1767470500"
"シリウスビジョン","6276","1745362500"
"インフォネット","4444","1743445890"
"ジオコード","7357","1726937500"
"サンオータス","7623","1725087000"
"アマテイ","5952","1724380000"
"ネクストウェア","4814","1718009304"
"秀英予備校","4678","1717760000"
"アテクト","4241","1717041600"
"中国工業","5974","1716840000"
"ReYuu Japan","9425","1716708500"
"VALUENEX","4422","1708227000"
"ニックス","4243","1693467000"
"太洋物産","9941","1686464568"
"マルシェ","7524","1684428800"
"ピアラ","7044","1681301760"
"光・彩","7878","1680624000"
"Unipos","6550","1678883400"
"かっこ","4166","1668987515"
"太洋テクノレックス","6663","1665887200"
"スローガン","9253","1665818250"
"ビジネスコーチ","9562","1665084300"
"プロディライト","5580","1644168100"
"創健社","7413","1643109500"
"エムケイシステム","3910","1639256000"
"デザインワン・ジャパン","6048","1626624700"
"ランシステム","3326","1625313900"
"ジェイ・エスコムホールディングス","3779","1619518600"
"MITホールディングス","4016","1604056000"
"ジェリービーンズグループ","3070","1603750000"
"浅香工業","5962","1595029040"
"シャノン","3976","1587169300"
"ベクターホールディングス","2656","1583713000"
"エスエルディー","3223","1581155232"
"日本精密","7771","1578919229"
"川口化学工業","4361","1570140000"
"まぐまぐ","4059","1565028800"
"アルー","7043","1550520800"
"ソケッツ","3634","1543420200"
"クリーマ","4017","1542337900"
"松尾電機","6969","1540800000"
"アールシーコア","7837","1533303200"
"川上塗料","4616","1533000000"
"ジェイホールディングス","2721","1532213000"
"田 谷","4679","1530000000"
"コパ・コーポレーション","7689","1522982000"
"リード","6982","1513952000"
"ブランディングテクノロジー","7067","1512014175"
"コラボス","3908","1509732000"
"フライトソリューションズ","3753","1503583500"
"ビートレンド","4020","1494071600"
"デコルテ・ホールディングス","7372","1491210000"
"リグア","7090","1483409200"
"ネポン","7985","1472347492"
"ピクセラ","6731","1464070764"
"オプトエレクトロニクス","6664","1460316000"
"セキド","9878","1459263520"
"ペットゴー","7140","1459222800"
"ウッドフレンズ","8886","1457800000"
"アイズ","5242","1448220480"
"パレモ・ホールディングス","2778","1446166080"
"ボルテージ","3639","1446035850"
"テクノマセマティカル","3787","1413239500"
"ヤマザキ","6147","1410332000"
"アイフリークモバイル","3845","1409331639"
"CAPITA","7462","1397740000"
"メディア総研","9242","1396390500"
"モブキャストホールディングス","3664","1383790648"
"THECOO","4255","1379407965"
"くろがね工作所","7997","1372406507"
"日本ナレッジ","5252","1369120000"
"T.S.I","7362","1364459000"
"ホーブ","1382","1356360000"
"ソーシャルワイヤー","3929","1350000600"
"アクセスグループ・ホールディングス","7042","1344876100"
"アルファ","4760","1339294572"
"ジーネクスト","4179","1336033272"
"アイビー化粧品","4918","1321984000"
"アルファクス・フード・システム","3814","1321061200"
"アウンコンサルティング","2459","1320492800"
"クラスターテクノロジー","4240","1303651200"
"フェニックスバイオ","6190","1297058826"
"アーキテクツ・スタジオ・ジャパン","6085","1295326969"
"山大","7426","1294231120"
"Institution for a Global Society","4265","1294169100"
"ビーマップ","4316","1290765000"
"ジィ・シィ企画","4073","1283153920"
"セイファート","9213","1278534400"
"GreenBee","3913","1277595424"
"桂川電機","6416","1273050000"
"アトラグループ","6029","1255014000"
"夢みつけ隊","2673","1254960000"
"誠建設工業","8995","1245428000"
"東京衡機","7719","1234145843"
"ヤマト モビリティ & Mfg.","7886","1233597754"
"イオレ","2334","1226483296"
"地域新聞社","2164","1219374964"
"ログリー","6579","1178930000"
"カワセコンピュータサプライ","7851","1176480000"
"TORICO","7138","1167016900"
"デジタリフト","9244","1159876000"
"ベビーカレンダー","7363","1144165500"
"オルトプラス","3672","1128063716"
"AppBank","6177","1124286000"
"ビープラッツ","4381","1120335980"
"篠崎屋","2926","1111618200"
"アクアライン","6173","1096452126"
"新東","5380","1076196508"
"RVH","6786","1063513920"
"揚羽","9330","1054094100"
"マツモト","7901","1006632000"
"京都きもの友禅ホールディングス","7615","999856000"
"イメージ情報開発","3803","998400000"
"日本抵抗器製作所","6977","994480000"
"フューチャーリンクネットワーク","9241","977203608"
"フレンドリー","8209","913823680"
"イー・ロジット","9327","910715400"
"アディッシュ","7093","906486480"
"フジタコーポレーション","3370","819192000"
"ウィルソン・ラーニング ワールドワイド","9610","595625940"
"ラピーヌ","8143","559619952"
"東邦レマック","7422","232991850"
