会社,証券コード,時価総額,売上高 (通期),営業利益 (通期),売上成長率（％） (通期),営業利益率 (%) (通期)
"トヨタ自動車","7203","45486185038480","45095325000000","5352934000000","21.37","11.870263713588937"
"三菱UFJフィナンシャル・グループ","8306","23040675143100","11890350000000","","28.11",""
"ソニーグループ","6758","20267996456230","13020768000000","1208831000000","12.83","9.283868662739401"
"リクルートホールディングス","6098","17438829400930","3416492000000","402526000000","-0.38","11.78185109170459"
"日立製作所","6501","17141397016345","9728716000000","","-10.59",""
"キーエンス","6861","16119805295520","967288000000","495014000000","4.86","51.17545136505364"
"ファーストリテイリング","9983","15293699722080","3103836000000","500904000000","12.19","16.138223797906846"
"三井住友フィナンシャルグループ","8316","15167579812560","9353590000000","","52.29",""
"日本電信電話","9432","13654987713120.002","13374569000000","1922910000000","1.81","14.377360496626096"
"ソフトバンクグループ","9984","13347556688400","6756500000000","","2.83",""
"東京エレクトロン","8035","12571370498115","1830527000000","456263000000","-17.13","24.925226451180453"
"任天堂","7974","11923272890000","1671865000000","528941000000","4.38","31.637781758694633"
"伊藤忠商事","8001","11259055036416","14029910000000","","0.6",""
"中外製薬","4519","11120398928541","1111367000000","439174000000","-11.79","39.51655933638483"
"KDDI","9433","11094467899944","5754047000000","961584000000","1.45","16.711438053947074"
"東京海上ホールディングス","8766","10358786000000","7424667000000","","11.67",""
"三菱商事","8058","10257400056538.5","19567601000000","","-9.29",""
"信越化学工業","4063","10180604316790","2414937000000","701038000000","-14.02","29.029245897512023"
"みずほフィナンシャルグループ","8411","9918310085964","8744458000000","","51.32",""
"ソフトバンク","9434","9114439761550","6084002000000","876068000000","2.91","14.39953504288789"
"三井物産","8031","9088215689944","13324942000000","","-6.86",""
"第一三共","4568","7945845872349","1601688000000","211588000000","25.28","13.210313119658759"
"日本たばこ産業","2914","7732000000000","2841077000000","672410000000","6.89","23.66743316003051"
"本田技研工業","7267","7708800000000","20428802000000","1381977000000","20.83","6.764846024744868"
"HOYA","7741","7201672934400","792628000000","","9.54",""
"アドバンテスト","6857","7016321622448","486507000000","81628000000","-13.15","16.77838140047317"
"三菱重工業","7011","6998632381845","4657147000000","","10.81",""
"デンソー","6902","6628192927812","7144733000000","380599000000","11.61","5.326987026667056"
"キヤノン","7751","6511433231248","4180972000000","","3.71",""
"セブン&アイ・ホールディングス","3382","6485636990187","11471753000000","534248000000","-2.87","4.657073770678291"
"武田薬品工業","4502","6389806811550","4263762000000","214075000000","5.87","5.020800879598815"
"オリエンタルランド","4661","6022709049600","618493000000","165437000000","28.02","26.748402973032842"
"富士通","6702","5542286212200","3756059000000","160260000000","1.14","4.266706140664989"
"ゆうちょ銀行","7182","5491520473560","2651706000000","","28.46",""
"三菱電機","6503","5462480745744","5257914000000","328525000000","5.08","6.248200331918704"
"ダイキン工業","6367","5396228242930","4395317000000","392137000000","10.39","8.921700073055026"
"日本郵政","6178","5276369962750","11982152000000","","7.57",""
"MS&ADインシュアランスグループホールディングス","8725","5122162227000","6572889000000","","25.17",""
"村田製作所","6981","4771586731000.5","1640158000000","215447000000","-2.76","13.135746678063942"
"ディスコ","6146","4771495127490","307554000000","121490000000","8.24","39.502006151765215"
"ファナック","6954","4506811432577","795274000000","141919000000","-6.65","17.845296086631777"
"大塚ホールディングス","4578","4441487182554","2018568000000","139612000000","16.14","6.916388251473321"
"テルモ","4543","4346127919840","921863000000","140096000000","12.39","15.197052056542024"
"小松製作所","6301","4148433241200","3865122000000","","9.08",""
"SOMPOホールディングス","8630","4114462506318","4933646000000","","7.09",""
"富士フイルムホールディングス","4901","4077429409152","2960916000000","","3.56",""
"NTTデータグループ","9613","4068652500000","4367387000000","309551000000","25.13","7.087784984476989"
"第一生命ホールディングス","8750","3967880129500","11028166000000","","15.85",""
"住友商事","8053","3926096003070","6910302000000","","1.36",""
"オリックス","8591","3901239944394","2814361000000","","5.55",""
"豊田自動織機","6201","3888908038400","3833205000000","200404000000","13.41","5.228105462661142"
"SMC","6273","3887885707890","776873000000","196226000000","-5.81","25.25843992518726"
"パナソニックホールディングス","6752","3752565523113","8496420000000","360962000000","1.4","4.248401091283152"
"丸紅","8002","3749039374405.5","7250515000000","","-21.11",""
"ルネサスエレクトロニクス","6723","3738423847672.5","1469415000000","390766000000","-2.09","26.59330413804133"
"ブリヂストン","5108","3734069092272","4313800000000","481775000000","4.96","11.168227548796885"
"三井不動産","8801","3575126093112","2383289000000","339690000000","5.03","14.252992398320135"
"TDK","6762","3572814468630","2103876000000","172893000000","-3.53","8.217832229656121"
"日本電気","6701","3480200002565","3477262000000","188012000000","4.96","5.406897725854423"
"スズキ","7269","3425256388400","5374255000000","465563000000","15.78","8.66283791893016"
"ニデック","6594","3338596736332","2348202000000","163106000000","4.7","6.945995276385933"
"LINEヤフー","4689","3261135826172","1814663000000","208191000000","8.51","11.472708706795697"
"味の素","2802","3190113964772","1439231000000","146682000000","5.89","10.191692646976058"
"イオン","8267","3123233816904","9553557000000","250822000000","4.79","2.6254305071922426"
"大和ハウス工業","1925","3048842815680","5202919000000","440210000000","6","8.460827470118216"
"東日本旅客鉄道","9020","2982936879900","2730118000000","345161000000","13.49","12.642713611646089"
"野村ホールディングス","8604","2948440344132","4157294000000","","67.18",""
"日本製鉄","5401","2943753005160","8868097000000","778662000000","11.19","8.780485824636335"
"東海旅客鉄道","9022","2861340000000","1710407000000","607381000000","22.15","35.51090471449193"
"三菱地所","8802","2823382668392","1504687000000","278627000000","9.21","18.517273027546594"
"オリンパス","7733","2782685943000","936210000000","43598000000","6.16","4.656861174309182"
"豊田通商","8015","2734555501326","10188980000000","441589000000","3.46","4.3339863264036245"
"花王","4452","2724117300000","1532579000000","60035000000","-1.19","3.9172532052181324"
"アステラス製薬","4503","2703636634050","1603672000000","25518000000","5.6","1.5912231428870744"
"三井住友トラストグループ","8309","2691607060960","2475303000000","","36.08",""
"野村総合研究所","4307","2648433914160","736556000000","120411000000","6.41","16.347840490064574"
"パン・パシフィック・インターナショナルホールディングス","7532","2624085026480","2095077000000","140193000000","8.17","6.691544033942427"
"りそなホールディングス","8308","2619462334788","941663000000","","8.49",""
"アシックス","7936","2513886201160","570463000000","54215000000","17.72","9.503683849785174"
"ENEOSホールディングス","5020","2508470771787.9","13856662000000","464946000000","-7.72","3.3553968481009355"
"INPEX","1605","2481757188057","2165702000000","1121844000000","-6.84","51.800478551527405"
"日本郵船","9101","2426856303558","2387240000000","174679000000","-8.75","7.317194752098658"
"セコム","9735","2407188347564","1154740000000","140658000000","4.85","12.180923844328593"
"アサヒグループホールディングス","2502","2403956440923","2769091000000","244999000000","10.27","8.847632670793413"
"京セラ","6971","2394857034360","2004221000000","92923000000","-1.04","4.636364951769291"
"積水ハウス","1928","2363583827290","3107242000000","270956000000","6.09","8.720144745726275"
"バンダイナムコホールディングス","7832","2324340000000","1050210000000","90682000000","6.07","8.634654021576637"
"日本ペイントホールディングス","4612","2309352999853","1442574000000","168745000000","10.2","11.697493508131993"
"住友不動産","8830","2308540907322","967692000000","254666000000","2.96","26.316844615848844"
"オービック","4684","2238510000000","111590000000","70910000000","11.4","63.545120530513486"
"ニトリホールディングス","9843","2159548769520","895799000000","127725000000","-5.52","14.258220873209279"
"クボタ","6326","2139180326028","3020711000000","328829000000","12.76","10.885814631058714"
"住友電気工業","5802","2136494076561","4402814000000","226618000000","9.92","5.1471172754515635"
"コナミグループ","9766","1986757500000","360314000000","80262000000","14.63","22.275570752177266"
"塩野義製薬","4507","1980766082167.5","435081000000","153310000000","1.97","35.23711676676297"
"SUBARU","7270","1937903993396.5","4702947000000","468198000000","24.6","9.955417315993568"
"楽天グループ","4755","1916027825090","2071315000000","-212857000000","7.44","-10.276418603640684"
"日東電工","6988","1885552039225","915139000000","139132000000","-1.5","15.203373476597545"
"シマノ","7309","1884914670000","474362000000","83653000000","-24.57","17.634844275047325"
"日本酸素ホールディングス","4091","1831982700510","1255081000000","172041000000","5.76","13.707561503998548"
"商船三井","9104","1831239832274","1627912000000","103132000000","0.99","6.335231879855914"
"シスメックス","6869","1827408128376","461510000000","78382000000","12.43","16.983814001863447"
"ネクソン","3659","1807980279516","423356000000","134745000000","19.69","31.827823392133336"
"フジクラ","5803","1763937716002","799760000000","69483000000","-0.83","8.687981394418326"
"キリンホールディングス","2503","1750310000000","2134393000000","150294000000","7.28","7.041533588237968"
"カプコン","9697","1748276886880","152410000000","57081000000","21.03","37.45226691161997"
"日本取引所グループ","8697","1741312136122","157804000000","87444000000","17.33","55.41304402930217"
"日産自動車","7201","1703326979577.6","12685716000000","568718000000","19.71","4.483136781558093"
"東京瓦斯","9531","1665880981440","2664518000000","220308000000","-19","8.26821211190917"
"東レ","3402","1646164735627","2464596000000","57651000000","-0.99","2.3391663380123964"
"いすゞ自動車","7202","1597643451795","3386676000000","293085000000","5.98","8.654060795895445"
"関西電力","9503","1595376781086","4059378000000","728935000000","2.72","17.956815058858773"
"大和証券グループ本社","8601","1592919453580","1277482000000","153705000000","47.5","12.031872073344282"
"T&Dホールディングス","8795","1541152000000","3207991000000","","-0.19",""
"キッコーマン","2801","1537493791860","660835000000","66733000000","6.78","10.098284745814007"
"光通信","9435","1531687828000","601948000000","94546000000","-6.53","15.706672337145402"
"三菱HCキャピタル","8593","1480114454196","1950583000000","146176000000","2.87","7.493964624935212"
"アイシン","7259","1475435892438","4909557000000","143396000000","11.51","2.9207523204232073"
"サントリー食品インターナショナル","2587","1466514000000","1591722000000","141726000000","9.74","8.903941768725945"
"出光興産","5019","1444866375875","8719201000000","346316000000","-7.79","3.971877698426725"
"ZOZO","3092","1439571801171","197016000000","60079000000","7.41","30.494477605879727"
"旭化成","3407","1438537857024","2784878000000","140746000000","2.14","5.053937730844941"
"大林組","1802","1435443440717","2325162000000","79381000000","17.2","3.4139986805220457"
"TOPPANホールディングス","7911","1434145325120","1678249000000","74286000000","2.41","4.4263991815278905"
"川崎汽船","9107","1405870107789","962300000000","84763000000","2.09","8.808375766393016"
"鹿島建設","1812","1386664716853","2665175000000","136226000000","11.44","5.111334152541578"
"レーザーテック","6920","1377995736000","213506000000","81375000000","39.7","38.11368298783172"
"ヤマハ発動機","7272","1351138987686","2414759000000","250655000000","7.4","10.380124890309965"
"ゼンショーホールディングス","7550","1346462225825","965778000000","53707000000","23.82","5.561008844682733"
"ANAホールディングス","9202","1330596558847.5","2055928000000","207911000000","20.41","10.112756866971996"
"西日本旅客鉄道","9021","1318828648000","1635023000000","179748000000","17.16","10.99360681776342"
"IHI","7013","1318801287804","1322591000000","-70138000000","-2.24","-5.303075553969443"
"サンリオ","8136","1297474179240","99981000000","26952000000","37.67","26.9571218531521"
"大阪瓦斯","9532","1292452851300","2083050000000","172553000000","-8.44","8.283670579198771"
"島津製作所","7701","1273398046327","511895000000","72753000000","6.15","14.212484982271755"
"荏原製作所","6361","1269759622515","759328000000","86025000000","11.52","11.329096253529436"
"大塚商会","4768","1268454153120","977370000000","62959000000","13.51","6.441675107686956"
"エーザイ","4523","1257443863760","741751000000","53408000000","-0.36","7.200259925500606"
"マキタ","6586","1257278664800","741391000000","66169000000","-3.05","8.924980206126053"
"大日本印刷","7912","1252017402536","1424822000000","75450000000","3.758568433501381","5.295398302384438"
"MonotaRO","3064","1246107910500","254286000000","31309000000","12.5308669292384","12.31251425560196"
"協和キリン","4151","1233900000000","442233000000","","11.010339608053798",""
"東宝","9602","1223751533746","283347000000","59251000000","15.99","20.911108993566195"
"SBIホールディングス","8473","1212407052498","1210504000000","","21.225085347986436",""
"中部電力","9502","1207115000000","3610414000000","343339000000","-9.438101518531326","9.509685038890277"
"トレンドマイクロ","4704","1203312484764","248691000000","32602000000","11.124466587725365","13.109441033250096"
"ダイフク","6383","1199503869498","611477000000","62079000000","1.5874149806785596","10.152303357280813"
"大成建設","1801","1162917905296","1765023000000","26480000000","7.445675200522061","1.5002637359399849"
"三菱ケミカルグループ","4188","1159540584768.5999","4387218000000","261831000000","-5.336331694332884","5.9680417066122535"
"安川電機","6506","1159036899962","575658000000","66225000000","3.54","11.504226467798588"
"川崎重工業","7012","1153286922400","1849287000000","","7.167208794112682",""
"大東建託","1878","1151636139090","1731467000000","104819000000","4.454623660584474","6.053768278575335"
"富士電機","6504","1143017763096","1103214000000","106066000000","9.28894731471786","9.614272480225958"
"かんぽ生命保険","7181","1115089593000","6744134000000","","5.714703566593386",""
"東洋水産","2875","1113800086980","489013000000","66696000000","12.214022478923141","13.638901215305117"
"積水化学工業","4204","1101309638317.5","1256538000000","94399000000","1.128109705992884","7.512625961172683"
"JFEホールディングス","5411","1099194607881","5174632000000","287003000000","-1.7871641973476216","5.546346097654867"
"住友林業","1911","1092972833472","1733169000000","146755000000","3.800786605075018","8.467437393583662"
"日清食品ホールディングス","2897","1088377531500","732933000000","73361000000","9.515904418093129","10.009236860668027"
"SCREENホールディングス","7735","1085486286420","504916000000","94164000000","9.57","18.649438718519516"
"ミネベアミツミ","6479","1058305741668","1402127000000","73536000000","8.50671295454353","5.244603377582773"
"ヒューリック","3003","1052033596950","446383000000","146178000000","-14.718660206639356","32.74721483569042"
"良品計画","7453","1046747840000","661677000000","56135000000","13.81","8.483746601438465"
"住友金属鉱山","5713","1045185569910","1445388000000","","1.5740810364661968",""
"東急","9005","1044469997734","1037819000000","94905000000","11.438505389818232","9.144658172571518"
"西武ホールディングス","9024","1043491379920","477598000000","47711000000","11.461491247109024","9.989782201768014"
"資生堂","4911","1038000000000","973038000000","28133000000","-8.836516435487724","2.8912539900805516"
"日本航空","9201","1037341525500","1651890000000","140932000000","20.086014063793755","8.531560818214288"
"コンコルディア・フィナンシャルグループ","7186","1030649580088","358303000000","","14.480019681580146",""
"三和ホールディングス","5929","1028643000000","611107000000","65360000000","3.901666046086177","10.695344677773287"
"セイコーエプソン","6724","1023966748341","1313998000000","57533000000","-1.2277395625599894","4.378469373621574"
"リコー","7752","1021558835128","2348987000000","62023000000","10.06508354496809","2.6404147830532905"
"千葉銀行","8331","1015731513858.5","310742000000","","11.626319703136389",""
"電通グループ","4324","1006365943650","1304552000000","45312000000","4.877387985847534","3.47337630082971"
"オムロン","6645","1004825016384","818761000000","","-6.542880689250552",""
"SCSK","9719","1000906105600","480307000000","57004000000","7.7134053355819105","11.86824260316839"
"阪急阪神ホールディングス","9042","975423392860","997611000000","105689000000","3.027057730042344","10.594209566654738"
"ヤクルト本社","2267","972051110494","503079000000","63399000000","4.141834223126622","12.602195679008666"
"マツキヨココカラ&カンパニー","3088","968670943605","1022531000000","75705000000","7.493742424417633","7.403687516564291"
"AGC","5201","966279722364","2019254000000","128779000000","-0.8163570044118558","6.377553294434479"
"三越伊勢丹ホールディングス","3099","965751346274","536441000000","54369000000","10.060175582213631","10.135131356477228"
"神戸物産","3038","960336000000","507883000000","34350000000","10.03951935451721","6.763368728624506"
"日本特殊陶業","5334","960236529960","614486000000","107591000000","9.230498489936153","17.5091051708257"
"エムスリー","2413","946633616800","238883000000","64381000000","3.4940949146080413","26.950850416312587"
"清水建設","1803","942609726727.5","2005518000000","-24685000000","3.7079057241285795","-1.2308540736109075"
"SGホールディングス","9143","940098979200","1316940000000","89204000000","-8.202165189260626","6.773581180615669"
"ベイカレント","6532","915684027720","93909000000","33551000000","23.42","35.72714010371743"
"横河電機","6841","904995974190","540152000000","78800000000","18.330087473903504","14.588486203883352"
"明治ホールディングス","2269","899451835000","1105494000000","84322000000","4.080093620811226","7.627540267066125"
"ホシザキ","6465","850649777100","373563000000","43520000000","16.25235733091013","11.649976041524456"
"小野薬品工業","4528","807383643200","502672000000","159935000000","12.407561042695775","31.816970111722952"
"TIS","3626","805555931510","549004000000","64568000000","7.986624704956725","11.760934346562138"
"クラレ","3405","799507697559","780938000000","75475000000","3.2473267263900567","9.664659678489201"
"新光電気工業","6967","793459299540","209972000000","24810000000","-26.67500122224628","11.815861162440706"
"しずおかフィナンシャルグループ","5831","791005985581.5","346526000000","","20.5785946427453",""
"楽天銀行","5838","789881734260","137950000000","","14.533604549794504",""
"ふくおかフィナンシャルグループ","8354","773345420190","404743000000","","22.159644817896734",""
"エービーシー・マート","2670","765637756296","344197000000","55671000000","18.66","16.174167700473856"
"日立建機","6305","762367694672","1405928000000","162690000000","9.883795452484947","11.571716332557571"
"ユニ・チャーム","8113","755865783382.5","941790000000","","4.873822690312707",""
"スクウェア・エニックス・ホールディングス","9684","752466531036","356344000000","32558000000","3.809570975363215","9.136676918932269"
"東京センチュリー","8439","723652578240","1346113000000","104225000000","1.5963476688388027","7.742663505961238"
"レゾナック・ホールディングス","4004","720745236216","1288869000000","-3764000000","-7.450124621128069","-0.29203898922233373"
"野村不動産ホールディングス","3231","708767840642","734715000000","112114000000","12.215629224037201","15.259522399842115"
"双日","2768","702450000000","2414649000000","","-2.6288389573520874",""
"三菱自動車工業","7211","698495405875.2","2789589000000","190971000000","13.483685435457133","6.84584718394"
"日鉄ソリューションズ","2327","692845572000","310632000000","35001000000","6.494610679904554","11.267673645986246"
"京都フィナンシャルグループ","5844","688785128416","137691000000","","",""
"ユー・エス・エス","4732","688760000000","97606000000","48937000000","9.94390502151434","50.13728664221462"
"クレディセゾン","8253","678171531204","420317000000","","9.875307157421446",""
"東京電力ホールディングス","9501","677839994575.8","6918389000000","278856000000","-11.287874280520754","4.030649331802534"
"セガサミーホールディングス","6460","677010524394","467896000000","56836000000","20.085721251940925","12.147143809735498"
"東急不動産ホールディングス","3289","676641115560","1103047000000","120238000000","9.664696829304177","10.900532796879915"
"朝日インテック","7747","674737862400","107547000000","22135000000","19.362715175192278","20.5816991640864"
"日本テレビホールディングス","9404","668261328640","423523000000","41877000000","2.305430951811573","9.88777468992239"
"めぶきフィナンシャルグループ","7167","665357523615.6001","310068000000","","-5.885138272976448",""
"ブラザー工業","6448","663850397715","822930000000","49792000000","0.9396898447015616","6.050575383082401"
"東ソー","4042","663815312152","1005640000000","79845000000","-5.518350658038145","7.939719979316654"
"ヒロセ電機","6806","661026736930","165509000000","34017000000","-9.668493210496436","20.552960866176463"
"アズビル","6845","656314957392","290938000000","36841000000","4.5013397699762265","12.66283538073404"
"TOTO","5332","656069667979","702284000000","42766000000","0.15644899292199455","6.089559209664467"
"三井化学","4183","654750836900","1749743000000","74124000000","-6.906132169081175","4.236279270727187"
"富士ソフト","9749","654454000000","298855000000","20684000000","7.199865128074535","6.921082130129996"
"ミスミグループ本社","9962","654438263109","367649000000","38365000000","-1.474470120675008","10.435224902012518"
"日産化学","4021","642366400000","226705000000","48201000000","-0.5963212242123888","21.261551355285505"
"ヤマトホールディングス","9064","642224500498","1758626000000","40059000000","-2.3348001963715603","2.277857827644991"
"ロート製薬","4527","640161309255","270840000000","40048000000","13.481714879495854","14.786589868557082"
"マツダ","7261","639385626748","4827662000000","250503000000","26.1556014081916","5.188909248410514"
"九州電力","9508","635880678291","2139447000000","254919000000","-3.684914239409352","11.915181820348904"
"栗田工業","6370","635733996874","384825000000","41232000000","11.670361686321854","10.714480608068602"
"しまむら","8227","635425528986","635091000000","55308000000","3.078271454656118","8.708673245251468"
"コスモエネルギーホールディングス","5021","633496466370","2729570000000","149200000000","-2.2315492973889945","5.466062420088146"
"浜松ホトニクス","6965","631610504020","203961000000","32118000000","-7.895414211203686","15.747128127436127"
"キヤノンマーケティングジャパン","8060","630101425404","609473000000","52495000000","3.6286071834214226","8.613178926712093"
"イビデン","4062","630069271461","370511000000","47568000000","-11.265264675523113","12.838485227159246"
"神戸製鋼所","5406","622263161910","2543142000000","186628000000","2.856775387582161","7.338481295971675"
"飯田グループホールディングス","3291","621880748426","1439180000000","59174000000","-0.040631630856424295","4.111646910045998"
"山崎製パン","2212","619435402320","1175562000000","41962000000","9.150619911254239","3.569526745505554"
"オープンハウスグループ","3288","617283826500","1295862000000","119088000000","12.83","9.189867439588474"
"小糸製作所","7276","611048846420","950295000000","55995000000","9.896394088715525","5.892380787018768"
"コスモス薬品","3349","608812176000","964989000000","31501000000","16.59","3.264389542264212"
"王子ホールディングス","3861","607208955656.2001","1696268000000","72600000000","-0.6078021095239166","4.279984059122733"
"きんでん","1944","606099470280","654516000000","42677000000","7.450601839995258","6.520390639801013"
"コーエーテクモホールディングス","3635","605142511662","84584000000","28494000000","7.864366145096085","33.687222169677476"
"TBSホールディングス","9401","602038693115","394309000000","15175000000","7.111346535191359","3.8485045991849027"
"近鉄グループホールディングス","9041","601348140394","1629529000000","87430000000","4.389936720132326","5.3653540378845666"
"日本碍子","5333","594901991372","578913000000","66397000000","3.5178098848437145","11.469253583871843"
"ヤマハ","7951","593085450000","462866000000","28999000000","2.5378259232183638","6.265096161740115"
"長谷工コーポレーション","1808","593016153685.5","1094421000000","85747000000","6.536114407311771","7.834919103343228"
"三菱瓦斯化学","4182","592954393670.5","813417000000","47337000000","4.122573798884034","5.819524303032762"
"MARUWA","5344","591505320000","61564000000","19801000000","4.693558261342773","32.16327723994542"
"GMOペイメントゲートウェイ","3769","585665219250","73785055000","25187463000","16.898326969692178","34.13626648377507"
"シャープ","6753","585365884200","2321921000000","-20343000000","-8.876986417813626","-0.8761279991868801"
"ローム","6963","584216000000","467780000000","43327000000","-7.895928581835946","9.262260036769423"
"ニコン","7731","582748345388","717245000000","39776000000","14.1918946672929","5.545664312752267"
"九州旅客鉄道","9142","574308141600","420402000000","47094000000","9.696223274067023","11.202135099262135"
"参天製薬","4536","559098246144","301965000000","38541000000","8.216831459627215","12.76339973175699"
"東北電力","9506","558702551935","2817813000000","322263000000","-6.297909952234704","11.436635433224277"
"住友化学","4005","545887480075.19995","2446893000000","-488826000000","-15.486914405258489","-19.977416258087295"
"三共","6417","543270000000","199099000000","72495000000","26.576009561590894","36.411533960492015"
"サイバーエージェント","4751","540301058000","802996000000","41843000000","11.495167361605766","5.210860328071373"
"パーソルホールディングス","2181","536592880161","1327123000000","52065000000","8.428005003402859","3.9231480427963343"
"横浜ゴム","5101","536114194122","985333000000","100351000000","14.51009149576339","10.184475705167696"
"J.フロント リテイリング","3086","534637949664","407006000000","43048000000","13.16","10.576748254325489"
"すかいらーくホールディングス","3197","534175165600","354831000000","11688000000","16.834098878846262","3.29396247791202"
"サッポロホールディングス","2501","533752574652","518632000000","11820000000","8.404713830049616","2.279072637245677"
"東武鉄道","9001","532721353919","635964000000","73883000000","3.450665391353567","11.617481492663106"
"日清製粉グループ本社","2002","531561056631.5","858248000000","47791000000","7.458171660525295","5.568437095105377"
"KOKUSAI ELECTRIC","6525","529214751611","180838000000","30745000000","-26.405150556932455","17.00140457204791"
"ニチレイ","2871","529062522792","680091000000","36911000000","2.701131373413631","5.42736192656571"
"綜合警備保障","2331","528822517665","521400000000","39082000000","5.926952253639598","7.495588799386267"
"アマダ","6113","523270742878","403500000000","56507000000","10.3402636681096","14.004213135068152"
"丸井グループ","8252","520086089372.5","235227000000","41025000000","7.974606846787296","17.440599931130354"
"古河電気工業","5801","516928497855","1056528000000","11171000000","-0.9188559596221069","1.0573311828934018"
"オービックビジネスコンサルタント","4733","516140380000","41954365000","18748086000","24.47699142019968","44.68685439524588"
"メディパルホールディングス","7459","514502370150","3558732000000","47330000000","5.914390680022194","1.3299680897578126"
"八十二銀行","8359","514024307712","212201000000","","4.93156239492059",""
"小田急電鉄","9007","512396075488.5","409837000000","50766000000","3.714454181734439","12.38687575792327"
"インターネットイニシアティブ","3774","511635381012","276080000000","29029000000","9.248618959431425","10.514705882352942"
"いよぎんホールディングス","5830","504588217910","192758000000","","11.45044347051818",""
"日油","4403","501782420832","222252000000","42142000000","2.0867304521172656","18.961359177870165"
"日本ハム","2282","498938848784","1303432000000","","3.4640639089627427",""
"NECネッツエスアイ","1973","493507296405","359505000000","25120000000","12.064450969757061","6.987385432747805"
"コカ・コーラボトラーズジャパンホールディングス","2579","492569400084","868581000000","3441000000","7.573535786383957","0.3961633975415073"
"LIXIL","5938","491783197290","1483224000000","16351000000","-0.8531491249589749","1.1023958619871308"
"サンドラッグ","9989","489377185584","751777000000","40996000000","8.880285953463044","5.453212854343774"
"東京建物","8804","486942345072","375946000000","70508000000","7.4315596959478825","18.75482117112564"
"リンナイ","5947","485354758839","430186000000","39362000000","1.1657248212139706","9.149995583305826"
"大和工業","5444","483340000000","163479000000","17282000000","-9.398796262428093","10.571388374041927"
"BIPROGY","8056","481971187980","370142000000","33287000000","8.897963506699071","8.993035105446017"
"スギホールディングス","7649","480491067906","744477000000","36622000000","11.51","4.9191580129406285"
"THK","6481","475016551174","351939000000","23707000000","-10.604363364805039","6.736110519152466"
"関電工","1942","473600195766","598427000000","40934000000","10.496714237442745","6.840266231303066"
"三浦工業","6005","471094581120","159695000000","23061000000","0.8321915429639404","14.440652493816335"
"ライオン","4912","467891867170","402767000000","20505000000","3.3082907335541023","5.091032780739237"
"京王電鉄","9008","465996758750","408694000000","43840000000","17.73412496074991","10.726851874507577"
"ウエルシアホールディングス","3141","463257784200","1217339000000","43231000000","6.38","3.5512704349404727"
"日本発條","5991","462871442096","766934000000","34652000000","10.629415820646642","4.518250592619443"
"東京応化工業","4186","458163000000","162270000000","22706000000","-7.503676596326827","13.992728169100882"
"カカクコム","2371","456397635750","66928000000","25819000000","10.042749095692201","38.57727707387043"
"博報堂DYホールディングス","2433","453057624068","","34288000000","",""
"KADOKAWA","9468","453000263400","258109000000","18454000000","1.0492152418088807","7.149692571742945"
"住友ゴム工業","5110","450461235112.5","1177399000000","64490000000","7.1664312292020185","5.4773275669505415"
"小林製薬","4967","449802150000","173455000000","25780000000","4.328814252547247","14.862644489925342"
"ソシオネクスト","6526","448893465210","221246000000","35510000000","14.773794269766086","16.050007683754735"
"太平洋セメント","5233","448539131806","886275000000","56470000000","9.47856936391193","6.371611520126372"
"電源開発","9513","445820954050","1257998000000","105704000000","-31.701885313276023","8.402557078787089"
"フジテック","6406","444838200000","229401000000","14571000000","10.507300483166262","6.351759582565028"
"日本空港ビルデング","9706","444676139600","217578000000","29527000000","92.46174259177354","13.57076542665159"
"三菱倉庫","9301","444432107227.5","254507000000","18941000000","-15.331976020812121","7.442231451394264"
"スタンレー電気","6923","441867200000","472397000000","35834000000","7.904931588204406","7.585568917668825"
"群馬銀行","8334","441220151372","200356000000","","13.45893572079801",""
"関西ペイント","4613","438413132745","562277000000","51595000000","10.451804270532534","9.176082251274728"
"イオンモール","8905","438054807575","423168000000","46411000000","6.26","10.967511721113128"
"キユーピー","2809","437518000000","483985000000","34329000000","6.35","7.092988419062573"
"ツルハホールディングス","3391","435208405716","1027462000000","49205000000","5.9152914350274415","4.788984896765038"
"セイノーホールディングス","9076","431288141334","642811000000","23403000000","1.7900039112789017","3.6407279900312846"
"ヤマダホールディングス","9831","427450220277.9","1592009000000","41489000000","-0.5358662389899678","2.606078231969794"
"高砂熱学工業","1969","426423409542","363366000000","24192000000","7.241072983286642","6.657750037152622"
"日本製鋼所","5631","423856287270","252501000000","18014000000","5.7724289023588256","7.134229171369618"
"アルフレッサホールディングス","2784","422211460000","2858500000000","38460000000","6.024734530162263","1.345460906069617"
"コムシスホールディングス","1721","418152000000","571186000000","39221000000","1.4008645558721327","6.8665898673987105"
"エア・ウォーター","4088","418039326211.5","1024540000000","68272000000","1.9530029435354663","6.66367345345228"
"東邦瓦斯","9533","416288607175","632985000000","33597000000","-10.351337609567281","5.3077087134766225"
"コーセー","4922","408211948717","300406000000","15985000000","3.8978197111394053","5.3211320679347285"
"伊藤園","2593","407909665968","453899000000","25023000000","5.148561182744388","5.512900447015745"
"岩谷産業","8088","405949350868","847888000000","50635000000","-6.441080439299498","5.971897231709848"
"東洋製罐グループホールディングス","5901","401493315846","950663000000","33850000000","4.926795618222442","3.560672919846465"
"髙島屋","8233","397937259832","466134000000","45937000000","5.11700489127125","9.85489151188285"
"SUMCO","3436","396223169778.5","425941000000","73080000000","-3.432913986709991","17.157305824046055"
